ep_num,episode_japan_title,episode_english_title,air_date,arc,rating,votes,type,ep_duration,directors,writers,synopsis
80,Isha no Inai Shima? Na mo Naki Kuni no Bouken!,An Island Without Doctors? Adventure in a Nameless Land!,"Sep 9, 2001",Drum Island Arc,7.6,1000,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard","Not only that the island has no name, it doesn't have a doctor as well. The only one called doctor lives in the castle on the mountain's top. Sanji and Luffy go taking Nami there, while Vivi... Read all"
81,Happy kai? Majo to Yobareta Isha!,Are You Happy? The Doctor Called Witch!,"Sep 16, 2001",Drum Island Arc,7.5,996,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard","It turns out that Dr. Kureha is on the other side of the island, and Usopp, Vivi and Dalton rush to find her. However, Dalton returns to the village after heard that Wapol comes back."
82,Dolton no Kakugo! Wapol Gundan Shima ni Jouriku,Dalton’s Resolve! Wapol’s Corps Lands on the Island!,"Oct 7, 2001",Drum Island Arc,7.6,1000,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard","Dalton faces Wapol, who wants to take over the island once more, but gets hit by arrows. The avalanche stops, and it injures Sanji. It is up for Luffy now to climb the mountain to save both ... Read all"
83,Yuki no Sumu Shima! Drum-Rocky o Nobore!,The Island Where Snow Lives! Climb the Drum Rockies!,"Oct 7, 2001",Drum Island Arc,8,1200,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard",Avalanche aftermath & the mountain climbing on the Drum Rockies.
84,Tonakai wa Aoppana! Chopper no Himitsu,Blue-Nosed Reindeer! Chopper’s Secret!,"Oct 21, 2001",Drum Island Arc,7.9,1100,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard","Nami asks Chopper to join Straw Hat's crew, but the reindeer refuses. Knowing Chopper's unique ability, Luffy is also interested to have him as the crew."
85,Hamidashi Mono no Yume! Yabuisha Hiluluk!,An Outcast's Dream! Hiriluk the Quack!,"Oct 28, 2001",Drum Island Arc,8.4,1600,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami","It is a flashback to the past of Chopper and Dr. Hiruluk, the first human shows him affection, told by Dr. Kureha."
86,Hiluluk no Sakura to Uketsugareyuku Ishi!,Hiriluk’s Cherry Blossoms and the Will That Gets Carried On!,"Nov 4, 2001",Drum Island Arc,9.2,3300,Manga Canon,24m,Kônosuke Uda,"Eiichirô Oda, Spencer Prokop, Junki Takegami",Flashbacks revealing the death of Dr. Hiruluk and the cruelty of Wapol as the king at that time and how Chopper is encouraged to carry on Dr. Hiruluk's will.
87,Versus Wapol Gundan! Bakubaku no Mi no Nouryoku!,Fight Wapol's Crew! The Power of the Munch-Munch Fruit!,"Nov 11, 2001",Drum Island Arc,8,1200,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Sean Whitley","Wapol has arrived to the castle and wants to take down Hirulug's flag. He and his crew engage in a battle with Luffy, Sanji and Chopper trying protect the flag."
88,Zoan-kei Akuma no Mi! Chopper Nanadan Henkei,Zoan-Type Devil Fruit! Chopper’s Seven-Form Transformation!,"Nov 18, 2001",Drum Island Arc,7.7,1000,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Sean Whitley",Chopper fights against one of Wapol's crew. He shows his ability to transform into seven forms using Rumble Ball which he creates by himself.
89,Oukoku no Shihai Owaru Toki! Shinnen no Hata wa Eien ni,When the Kingdom’s Rule Ends! The Flag of Faith Flies Forever!,"Nov 25, 2001",Drum Island Arc,7.7,1000,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Sean Whitley",The rest of Luffy's crew and the villagers find the ropeway Dr. Kureha uses to go from the castle to the village and vice versa. Meanwhile. Luffy manages to defeat Wapol.
90,Hiluluk no Sakura! Drum Rocky no Kiseki,Hiriluk's Cherry Blossoms! Miracle in the Drum Rockies!,"Dec 2, 2001",Drum Island Arc,8.8,2200,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard","Chopper is finally convinced to join Luffy's crew, and though Dr. Kureha is not too happy with the idea of Chopper being a pirate, she gives him a very remarkable farewell gift."
91,Sayonara Drum-tou! Boku wa Umi e Deru!,Goodbye Drum Island! I’m Going Out to Sea!,"Dec 9, 2001",Drum Island Arc,7.9,1100,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard",Straw Hat's crew continues their journey to Vivi's homeland.
92,Arabasta no Eiyuu to Senjou no Ballerina,Alabasta's Hero and a Ballerina on the Ship!,"Dec 9, 2001",Arabasta Arc,7.6,1000,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard",Luffy and Usopp accidentally fish Mr. 2 Bon Clay who spends a short time with Straw Hat crew showing off the ability of his devil fruit.
93,Iza Sabaku no Kuni e! Ame o Yobu Kona to Hanrangun,Off to the Desert Kingdom! The Rain-Summoning Powder and the Rebel Army!,"Dec 16, 2001",Arabasta Arc,7.2,994,Anime Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard","Straw Hat crew arrives at Nanohana, the port city of Alabasta. Luffy gets separated from the others, and somehow learns about Dance Powder."
94,Gouketsu-tachi no Saikai! Yatsu no Na wa Hiken no Ace,The Heroes' Reunion! His Name Is Fire Fist Ace!,"Dec 23, 2001",Arabasta Arc,8.9,2700,Manga Canon,24m,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard","Straw Hat crew meets Smoker and Tashigi. Smoker almost corners them when suddenly a powerful pirate appears to save Luffy. Luffy reveals him as Portgas D. Ace, his older brother."
95,Ace to Luffy! Atsuki Omoi to Kyoudai no Kizuna,Ace and Luffy! Hot Emotions and Brotherly Bonds!,"Jan 6, 2002",Arabasta Arc,8.2,1200,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Sean Whitley",Luffy and his crew manages to run away from Smoker and they meet Ace in their ship. Ace reveals that he is in a mission of searching for a man named Blackbeard.
96,Midori no Machi Erumaru to Kung Fu Jugon!,"Erumalu, the City of Green and the Kung Fu Dugongs!","Jan 13, 2002",Arabasta Arc,7.3,985,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Sean Whitley","Ace joins Luffy crew's journey temporarily and they go to the 'Green City' of Erumalu, which is only a desert now."
97,Suna no Kuni no Bouken! Ennetsu no Daichi ni Sumu Mamono,Adventure in the Country of Sand! The Monsters That Live in the Scorching Land!,"Jan 20, 2002",Arabasta Arc,7.2,955,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Spencer Prokop, Junki Takegami",Straw Hat crew's journey through the desert after leaving Erumalu.
98,Sabaku no Kaizokudan Toujou! Jiyuu ni Ikiru Otoko-tachi,Enter the Desert Pirates! The Men Who Live Freely!,"Jan 27, 2002",Arabasta Arc,6.9,899,Filler,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami","Straw Hat crew meets the Desert Pirates, and Vivi realizes she knows the girl from the Desert Pirates when they were still young girls."
99,Nisemono no Iji! Kokoro no Hanrangun Kamyu!,"False Fortitude! Camu, Rebel Soldier at Heart!","Feb 3, 2002",Arabasta Arc,6.9,870,Filler,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami",Straw Hat crew helps Vivi testing a group of men pretending to be Rebel Army who guard a small village.
100,Hanrangun Senshi Kouza! Vivi ni Chikatta Yume!,Rebel Warrior Koza! The Dream Vowed to Vivi!,"Feb 10, 2002",Arabasta Arc,7.4,967,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami","Luffy and crew take a break for lunch in the desert, and Vivi reveals her past with Kohza, the leader of the Rebel Army."
101,Kagerou no Kettou! Ace vs Otoko Scorpion,Showdown in a Heat Haze! Ace vs. the Gallant Scorpion!,"Feb 17, 2002",Arabasta Arc,6.7,887,Mixed Canon/Filler,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami","Ace pursues a bounty hunter who claims he has defeated Blackbeard, only to find that it is a total lie. Ace concludes that Blackbeard isn't in Alabasta and leaves Luffy's crew."
102,Iseki to Mayoigo! Vivi to Nakama to Kuni no Katachi,"Ruins and Lost Ways! Vivi, Her Friends and the Country's Form!","Feb 24, 2002",Arabasta Arc,7,820,Filler,NA,Kônosuke Uda,"Bonny Clinkenbeard, Eiichirô Oda, Junki Takegami","Luffy, Zoro, and Chopper get lost in the desert."
103,Spiders Cafe ni 8-ji Teki Kanbu Shuugou,Spiders Café at 8 O’Clock! The Enemy Leaders Gather!,"Mar 3, 2002",Arabasta Arc,7.3,873,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard","Baroke Work's teams 1,2, and 4 meet at the Spider's Cafe to await for the meeting with Mr 0. They are carried to the Rain Dinner casino where Crocodile reveals his identity. Meanwhile, Luffy... Read all"
104,Luffy Tai Vivi! Nakama ni Kakeru Namida no Chikai,Luffy vs. Vivi! The Tearful Vow To Put Friends on the Line!,"Mar 10, 2002",Arabasta Arc,7.8,965,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard",Luffy and Vivi fight against each other when Luffy says that Vivi's idea to stop the rebellion is naive and the only way to solve the problem in Arabasta is by defeating the Crocodile.
105,Alabasta Sensen! Yume no Machi Rainbase,"The Battlefront of Alabasta! Rainbase, the City of Dreams!","Mar 17, 2002",Arabasta Arc,7.7,879,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard","Instead of trying to stop the Rebel Army to war against the kingdom's Army, Straw Hat's crew decides to go after Crocodile at Rainbase, only to meet with Smoker and Tashigi once more and fal... Read all"
106,Zettai Zetsumei no Wana! Rain Dinners Totsunyuu,The Trap of Certain Defeat! Storming Raindinners!,"Mar 24, 2002",Arabasta Arc,8.1,928,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard","Most of Straw Hat's crew is trapped along with Smoker by Crocodile. Vivi and a royal guardian, Pell, fight against Miss All Sunday."
107,Utopia Sakusen Hatsudou! Ugokidashita Uneri,Operation Utopia Commences! The Swell of Rebellion Stirs!,"Apr 14, 2002",Arabasta Arc,8.1,917,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Spencer Prokop, Junki Takegami","Operation Utopia is set into motion. With his devil fruit's ability, Mr. 2 impersonates King Cobra and orders the destruction of Nanohana. Enraged, Rebel Army begins to move."
108,Kyoufu no Bananawani to Mr. Prince,The Terrifying Banana Gators and Mr. Prince!,"Apr 21, 2002",Arabasta Arc,8.1,940,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Sean Whitley","Vivi tries desperately to get the key of the cage that traps most of Craw Hat crew from the humongous crocodiles known as Bananawani. Meanwhile, someone contacts Crocodile and introduces him... Read all"
109,Gyakuten Dai Dasshutsu e no Kagi! Doru-Doru Ball!,The Key to a Great Comeback Escape! The Wax-Wax Ball!,"Apr 28, 2002",Arabasta Arc,8.4,1300,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Sean Whitley","Mr. Prince is actually Sanji, who lures Crocodile out so that he can go in and help the others. He manages to open the cage since using the copy key made from the wax of Mr. 3, who is swallo... Read all"
110,Nasake Muyou no Shitou! Luffy vs Crocodile,Merciless Mortal Combat! Luffy vs. Crocodile!,"May 5, 2002",Arabasta Arc,9.1,2800,Manga Canon,24m,Kônosuke Uda,"Eiichirô Oda, Junki Takegami","After escaping from Rain Dinners, the Straw Hats and Vivi cross the desert to Alubarne, where the final battle will begin."
111,Kiseki e no Shissou! Arabasta Doubutsu Land,Dash for a Miracle! Alabasta Animal Land!,"May 12, 2002",Arabasta Arc,7.8,914,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami","The rest of Straw Hat crew reaches Alubarna, while in Rainbase, Luffy gets stabbed by Crocodile, who leaves him to die. However, the mysterious Miss All Sunday saves Luffy."
112,Hanrangun Tai Kokuougun! Kessen wa Alubarna!,Rebel Army vs. Royal Army! Showdown at Alubarna!,"May 19, 2002",Arabasta Arc,8,964,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard",The war between Royal Army and Rebel Army is about to start and Straw Hat crew sets up a plan to stop it.
113,Nageki no Alubarna! Gekitou Carue Taichou!,Alubarna Grieves! The Fierce Captain Karoo!,"Jun 2, 2002",Arabasta Arc,7.7,893,Manga Canon,NA,Kônosuke Uda,"Eiichirô Oda, Junki Takegami, Bonny Clinkenbeard","Vivi is standing between Alubarne and incoming Rebel Army to speak with Kohza. But a member of Baroque Work infiltrating the Royal Army interferes by shooting the cannon, sending dust spread... Read all"
114,Nakama no Yume ni Chikau! Kettou Mogurazuka 4-bangai,"Sworn on a Friend's Dream! The Battle of Molehill, Block 4!","Jun 9, 2002",Arabasta Arc,7.8,931,Manga Canon,NA,"Eiichirô Oda, Junki Takegami
Bonny Clinkenbeard",NA,"Usopp and Chopper struggle against Mr. 4 and Miss Merry Christmas, who attack them from underground and with explosive balls. Scared and badly injured, Usopp tries to flee, but stop immediat... Read all"
115,Honjitsu Daikoukai! Mane-Mane Montage!,Big Opening Day Today! The Copy-Copy Montage!,"Jun 16, 2002",Arabasta Arc,8,977,Manga Canon,NA,"Eiichirô Oda, Junki Takegami
Bonny Clinkenbeard",NA,"Though badly injured, Usopp is enraged by Miss Merry Christmas's taunt. Sanji is still engaged in battle against Mr. 2 and they are evenly matched."
116,Nami ni Henshin! Bon Clay Renpatsu Ballet Kenpou,Transformed Into Nami! Bon Clay’s Rapid-Fire Ballet Kenpo!,"Jun 23, 2002",Arabasta Arc,7.9,939,Manga Canon,NA,"Eiichirô Oda, Michiru Shimada
Spencer Prokop",NA,"Mr.2 keeps changing into Nami so that Sanji can't attack him, but then Sanji notices that Mr.2 should turn back into himself to use his Kenpo. Vivi decides to save the country by destroying ... Read all"
117,Nami no Senpuu Chuuihou! Clima Takt Sakuretsu,Nami's Cyclone Advisory! Clima Takt Burst!,"Jun 30, 2002",Arabasta Arc,7.8,963,Manga Canon,NA,"Eiichirô Oda, Michiru Shimada
Spencer Prokop",NA,"It's a fight between Miss Doublefinger and Nami with her new weapon, Clima Tact."
118,Ouke ni Tsutawaru Himitsu! Kodai Heiki Pluton,Secret Passed Down in the Royal Family! The Ancient Weapon Pluton!,"Jul 14, 2002",Arabasta Arc,7.7,903,Manga Canon,NA,"Eiichirô Oda, Michiru Shimada
Junki Takegami",NA,"Nami manages to defeat Miss Doublefinger after several false attempts using her Clima Tact. Meanwhile, Crocodile reveals his true objective, ancient weapon Pluton, that lies somewhere in Ala... Read all"
119,Gouken no Gokui! Koutetsu o Kiru Chikara to Mono no Kokyuu,Secret of Powerful Swordplay! Ability To Cut Steel and the Rhythm Things Have!,"Jul 21, 2002",Arabasta Arc,9.1,2900,Manga Canon,24m,"Eiichirô Oda, Junki Takegami
Sean Whitley",NA,"Zoro struggles in a fierce battle against Mr. 1, who can turn his body parts into blades. After being injured very badly, Zoro learns that his katana should be able to cut steel in order to ... Read all"
120,Tatakai wa Owatta! Kooza ga Kakageta Shiroi Hata,The Battle Is Over! Koza Raises the White Flag!,"Aug 4, 2002",Arabasta Arc,7.9,922,Manga Canon,NA,"Eiichirô Oda, Junki Takegami
Bonny Clinkenbeard",NA,"Kohza eavesdrops the conversation between Crocodile and Vivi, and now after knowing the truth, he tries to stop the Rebel Army for attacking by raising a white flag. However, Baroque Work's ... Read all"
121,Vivi no Koe no Yukue! Hero wa Maiorita!,Where Vivi's Voice Gets Heard! The Hero Descends!,"Aug 11, 2002",Arabasta Arc,8.3,1200,Manga Canon,NA,"Eiichirô Oda, Junki Takegami
Bonny Clinkenbeard",NA,"Crocodile tells Vivi that he sets a bomb that will destroy Alubarna and people within. Then he drops Vivi from the top of the castle, but Luffy and Pell catch her. Luffy once again challenge... Read all"
122,Suna Wani to Mizu Luffy! Kettou Dai 2 Round,Sand Croc and Water Luffy! The Second Round of the Duel!,"Aug 18, 2002",Arabasta Arc,8.8,1900,Manga Canon,NA,"Eiichirô Oda, Michiru Shimada
Junki Takegami",NA,"Luffy uses water to fight Crocodile, since water will not let Crocodile turns into sand. Meanwhile, the rest of Straw Hat crew tries to find the location of the bomb. Miss All Sunday, a.k.a ... Read all"
123,Wanippoi! Ouke no Haka e Hashire Luffy!,"That Looks Croc-ish! Luffy, Run to the Royal Tomb!","Aug 25, 2002",Arabasta Arc,8.1,983,Manga Canon,NA,"Eiichirô Oda, Michiru Shimada
Junki Takegami",NA,"After defeating Luffy for the second time, Crocodile joins Nico Robin in the middle of her translating the Poneglyph. Robin admits that the Poneglyph does not mention Pluton at all, and Croc... Read all"
124,Akumu no Toki Semaru! Koko wa Sunasunadan Himitsu Kichi,The Nightmare Draws Near! This Is the Sand-Sand Clan's Secret Base!,"Sep 1, 2002",Arabasta Arc,8,951,Manga Canon,NA,"Eiichirô Oda, Michiru Shimada
Junki Takegami",NA,"After recovering, Luffy fights Crocodile again in the tomb, this time using his blood as water replacement. He gets poisoned but still he fights Crocodile with all his might. Meanwhile, Vivi... Read all"
125,Idainaru Tsubasa! Waga Na wa Kuni no Shugoshin Pell,"Magnificent Wings! My Name Is Pell, Guardian Deity of the Country!","Sep 8, 2002",Arabasta Arc,8.9,2400,Manga Canon,NA,"Eiichirô Oda, Yoshiyuki Suga
Junki Takegami",NA,"Vivi manages to cut the bomb's fuses, but realizes that the bomb has been set to explode at a certain time. Only several seconds left before the bomb explodes, and suddenly, Pell appears, sa... Read all"
126,Koeteiku! Arabasta ni Ame ga Furu!,I Will Surpass You! Rain Falls in Alabasta!,"Sep 15, 2002",Arabasta Arc,9.4,3900,Manga Canon,24m,"Eiichirô Oda, Michiru Shimada
Spencer Prokop",NA,Luffy fights Crocodile for the final time.
127,Buki yo Saraba! Kaizoku to Ikutsuka no Seigi,A Farewell to Arms! Pirates and Different Ideas of Justice!,"Oct 6, 2002",Arabasta Arc,8.1,959,Manga Canon,NA,"Eiichirô Oda, Yoshiyuki Suga
Junki Takegami",NA,The first rain fall in 3 years/The end of the Alabasta War!
128,Kaizoku-tachi no Utage to Arabasta Dasshutsu Sakusen!,The Pirates’ Banquet and Operation Escape From Alabasta!,"Oct 6, 2002",Arabasta Arc,8,955,Manga Canon,NA,"Eiichirô Oda, Junki Takegami
Sean Whitley",NA,"After defeating Crocodile, Luffy's crew is preparing to sail away when they find out that Mr 2 took the Going Merry and is awaiting for them at the Sandora River. He claims to need their fri... Read all"
129,Hajimari wa Ano Hi! Vivi ga Kataru Boukentan!,It All Started on That Day! Vivi Tells the Story of Her Adventure!,"Oct 20, 2002",Arabasta Arc,9.1,2700,Manga Canon,24m,"Eiichirô Oda, Yoshiyuki Suga
Junki Takegami",NA,"Vivi gives her speech in front of the people of Alabasta today. At the same time, Straw Hat crew waits for her to come and sail with them. However, the Marine begins to chase them. It turns ... Read all"
130,Kiken na Kaori! Shichininme wa Nico Robin!,Scent of Danger! The Seventh Member Is Nico Robin!,"Oct 27, 2002",Arabasta Arc,8.5,1700,Manga Canon,NA,"Eiichirô Oda, Yoshiyuki Suga
Junki Takegami",NA,"With Mr.2's help, Straw Hat crew manages to escape from Marines. Suddenly, Nico Robin appears from the inside of the ship and persuades Luffy and the rest of the crew to let her be the seven... Read all"
